"Plant_Code","Plant_Name","Utility_Na","Utility_ID","sector_nam","City","County","StateName","Zip","Street_Add","PrimSource","Install_MW","Total_MW","Coal_MW","NG_MW","Crude_MW","Bio_MW","Hydro_MW","HydroPS_MW","Nuclear_MW","Solar_MW","Wind_MW","Geo_MW","Bat_MW","Other_MW","source_des","tech_desc","Source","Period","Latitude","Longitude"
59391,"Red Gate Power Plant","South Texas Electric Coop, Inc",17583,"Electric Utility","Edinburg","Hidalgo","Texas",78541,"23601 West FM490","natural gas",224.4,219.6,0,219.6,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 219.6 MW","Natural Gas Internal Combustion Engine","EIA-860, EIA-860M and EIA-923",202004,26.451111,-98.1775
59407,"Newman Solar","Newman Solar LLC",59180,"IPP Non-CHP","El Paso","El Paso","Texas",79934,"4920 Stan Roberts Senior Ave","solar",10.5,10.3,0,0,0,NA,0,0,0,10.3,0,NA,NA,NA,"Solar = 10.3 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.978333,-106.4275
59417,"Pleasant Hill Wind Energy Project","Pleasant Hill Wind Energy LLC",59188,"IPP Non-CHP","Lorenzo","Crosby","Texas",79343,"597 FM 1471","wind",20,20,0,0,0,NA,0,0,0,0,20,NA,NA,NA,"Wind = 20 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.738889,-101.485
59442,"Logans Gap Wind LLC","Pattern Operators LP",56545,"IPP Non-CHP","Comanche","Comanche","Texas",76442,"2011 CR 207","wind",200.1,200.1,0,0,0,NA,0,0,0,0,200.1,NA,NA,NA,"Wind = 200.1 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.8225,-98.690556
59475,"Palo Duro Wind","Palo Duro Wind",59238,"IPP Non-CHP","Perryton","Ochiltree","Texas",79070,"14535 FM 1267","wind",249.9,249.9,0,0,0,NA,0,0,0,0,249.9,NA,NA,NA,"Wind = 249.9 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,36.243889,-101.001389
59621,"TX Jumbo Road Wind","TX Jumbo Road Wind, LLC",59871,"IPP Non-CHP","Hereford","Deaf Smith","Texas",79045,"1600 County Road 603","wind",299.7,299.7,0,0,0,NA,0,0,0,0,299.7,NA,NA,NA,"Wind = 299.7 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.72,-102.253333
59654,"Sendero","Sendero Wind Energy, LLC",59428,"IPP Non-CHP","Hebbronville","Jim Hogg","Texas",78361,"565 FM 649","wind",78,78,0,0,0,NA,0,0,0,0,78,NA,NA,NA,"Wind = 78 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,27.18,-98.916667
59712,"San Roman Wind I, LLC","Acciona Energy USA Global, LLC",57416,"IPP Non-CHP","Los Fresnos","Cameron","Texas",78566,"31304 - 31664 San Ramon Rd","wind",95.3,95.3,0,0,0,NA,0,0,0,0,95.3,NA,NA,NA,"Wind = 95.3 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,26.125979,-97.377599
59732,"Green Pastures Wind I","Green Pastures Wind I, LLC",59501,"IPP Non-CHP","Seymour","Baylor","Texas",76380,"4278 CR 140","wind",150,150,0,0,0,NA,0,0,0,0,150,NA,NA,NA,"Wind = 150 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.628222,-99.411169
59733,"Green Pastures Wind II","Green Pastures Wind II, LLC",59502,"IPP Non-CHP","Seymour","Knox","Texas",76380,"4278 CR 140","wind",150,150,0,0,0,NA,0,0,0,0,150,NA,NA,NA,"Wind = 150 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.645964,-99.532944
59734,"Briscoe Wind Farm","Capital Dynamics",59503,"IPP Non-CHP","Silverton","Briscoe","Texas",79257,"9947 County Road F","wind",150,150,0,0,0,NA,0,0,0,0,150,NA,NA,NA,"Wind = 150 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.432267,-101.237233
59812,"Wolf Hollow II","Exelon Power",6035,"IPP Non-CHP","Granbury","Hood","Texas",76048,"8787 Wolf Hollow Court","natural gas",1231.2,1115.4,0,1115.4,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1115.4 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.337679,-97.734612
59938,"Sky Global Power One","Sky Global Power One Pledgor, LLC",59698,"IPP Non-CHP","Rock Island","Colorado","Texas",77470,"3217 US 90A Hwy","natural gas",51,49.8,0,49.8,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 49.8 MW","Natural Gas Internal Combustion Engine","EIA-860, EIA-860M and EIA-923",202004,29.550278,-96.537778
59943,"Rattlesnake Den","SunEdison LLC",59139,"IPP Non-CHP","Garden City","Glasscock","Texas",79739,"151 CR170","wind",207.2,207.2,0,0,0,NA,0,0,0,0,207.2,NA,NA,NA,"Wind = 207.2 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.74325,-101.493407
59972,"Bearkat","Bearkat Wind Energy 1, LLC",63428,"IPP Non-CHP","St. Lawrence","Glasscock","Texas",79739,"11045 State Hwy 137","wind",196.7,196.7,0,0,0,NA,0,0,0,0,196.7,NA,NA,NA,"Wind = 196.7 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.727237,-101.582
59994,"RE Roserock","Southern Power Co",17650,"IPP Non-CHP","Fort Stockton","Pecos","Texas",79735,"293 Mendal Road","solar",160,157.5,0,0,0,NA,0,0,0,157.5,0,NA,NA,NA,"Solar = 157.5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,30.960209,-103.306662
60044,"Buckthorn Westex","Buckthorn Westex, LLC",59777,"IPP Non-CHP","Ft. Stockton","Pecos","Texas",79735,"Texas rt. 18","solar",202,202,0,0,0,NA,0,0,0,202,0,NA,NA,NA,"Solar = 202 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,30.57552,-102.551292
60059,"Los Vientos V Wind Power","Los Vientos Windpower V, LLC",59792,"IPP Non-CHP","Rio Grande City","Starr","Texas",78582,"222 FM 490","wind",110,110,0,0,0,NA,0,0,0,0,110,NA,NA,NA,"Wind = 110 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,26.411689,-98.571554
60087,"South Plains II","Novatus Energy",60453,"IPP Non-CHP","Lockney","Floyd","Texas",79241,"County Rd. 129","wind",300,300,0,0,0,NA,0,0,0,0,300,NA,NA,NA,"Wind = 300 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.196962,-101.381494
60104,"Javelina Wind Energy, LLC","Javelina Wind Energy, LLC",59882,"IPP Non-CHP","Mirando City","Webb","Texas",78369,"5429 Vaquillas Road","wind",249.7,249.7,0,0,0,NA,0,0,0,0,249.7,NA,NA,NA,"Wind = 249.7 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,27.32,-99
60122,"Colorado Bend II","Exelon Power",6035,"IPP Non-CHP","Wharton","Wharton","Texas",77488,"4023 South State Highway 60","natural gas",1230.3,1139.7,0,1139.7,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1139.7 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.289415,-96.065399
60123,"Castle Gap Solar Hybrid","Upton County Solar 2 LLC",61123,"IPP Non-CHP","McCarney","Upton","Texas",79752,"5291 US HWY 385 South","solar",189.9,189.9,0,0,0,NA,0,0,0,180,0,NA,"9.9",NA,"Battery = 9.9 MW, Solar = 180 MW","Batteries; Solar Photovoltaic;","EIA-860, EIA-860M and EIA-923",202004,31.255,-102.272
60210,"Cotton Plains Wind Farm","Cotton Plains Wind I, LLC",59979,"IPP Non-CHP","Floydada","Floyd","Texas",79235,"1904 FM 786","wind",50.4,50.4,0,0,0,NA,0,0,0,0,50.4,NA,NA,NA,"Wind = 50.4 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.060333,-101.187628
60217,"Rocksprings","Rocksprings Val Verde Wind, LLC",59999,"IPP Non-CHP","Del Rio","Val Verde","Texas",78840,"1825 US 377","wind",149.3,149.3,0,0,0,NA,0,0,0,0,149.3,NA,NA,NA,"Wind = 149.3 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,29.72753,-100.79431
60264,"Bacliff","PHR Holdings LLC",60048,"IPP Non-CHP","Bacliff","Galveston","Texas",77518,"5501 State Highway 146","natural gas",427.2,324,0,324,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 324 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.49233,-94.98483
60270,"Blue Cloud Wind Energy LLC","RWE Renewables Americas LLC",56215,"IPP Non-CHP","Sudan","Bailey","Texas",79371,"1901 County Road 227","wind",148.4,148.4,0,0,0,NA,0,0,0,0,148.4,NA,NA,NA,"Wind = 148.4 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.03821,-102.665242
60300,"Montana Solar Facility","El Paso Electric Co",5701,"Electric Utility","El Paso","El Paso","Texas",79938,"13511 A Montana","solar",3,3,0,0,0,NA,0,0,0,3,0,NA,NA,NA,"Solar = 3 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.813061,-106.218892
60338,"Electra Wind Farm","Electra Wind, LLC",60128,"IPP Non-CHP","Oklaunion","Wilbarger","Texas",76364,"13445 C R 134 East","wind",230,230,0,0,0,NA,0,0,0,0,230,NA,NA,NA,"Wind = 230 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.102943,-99.118746
60339,"Horse Creek Wind Farm","Horse Creek Wind, LLC",60129,"IPP Non-CHP","Weinert","Haskell","Texas",76388,"694 CR 284","wind",230,230,0,0,0,NA,0,0,0,0,230,NA,NA,NA,"Wind = 230 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.35,-99.54
60366,"Old Settler Wind","Old Settler Wind, LLC",60155,"IPP Non-CHP","Floydada","Floyd","Texas",79235,"1904 FM 786","wind",151.2,151.2,0,0,0,NA,0,0,0,0,151.2,NA,NA,NA,"Wind = 151.2 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.060333,-101.187628
60372,"Lamesa Solar","Southern Power Co",17650,"IPP Non-CHP","Lamesa","Dawson","Texas",79331,"1236 County Rd 20","solar",100,100,0,0,0,NA,0,0,0,100,0,NA,NA,NA,"Solar = 100 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,32.715611,-101.926522
60414,"Bethel Wind Farm LLC","Southern Power Co",17650,"IPP Non-CHP","Dimmitt","Castro","Texas",79027,"657 CR 617","wind",276,276,0,0,0,NA,0,0,0,0,276,NA,NA,NA,"Wind = 276 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.575311,-102.474698
60427,"CoServ Community Solar Station","CoServ Electric",60228,"IPP Non-CHP","Aubrey","Denton","Texas",76227,"15554 Ike Byrom Rd","solar",2,2,0,0,0,NA,0,0,0,2,0,NA,NA,NA,"Solar = 2 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.2706,-96.979168
60436,"East Pecos Solar","Southern Power Co",17650,"IPP Non-CHP","McCamey","Pecos","Texas",75792,"7220 Nevill Road","solar",118.5,118.5,0,0,0,NA,0,0,0,118.5,0,NA,NA,NA,"Solar = 118.5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.000883,-102.281744
60459,"Port Comfort Power LLC","Peaker Power, LLC",61199,"IPP Non-CHP","Point Comfort","Calhoun","Texas",77978,"135 Diebel Lane","natural gas",121,90,0,90,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 90 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,28.64807,-96.54621
60460,"Chamon Power LLC","Peaker Power, LLC",61199,"IPP Non-CHP","Houston","Harris","Texas",77049,"18511 Beaumont Hwy","natural gas",121,90,0,90,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 90 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.883214,-95.111345
60468,"Friendswood Energy","Friendswood Energy Genco, LLC",60252,"IPP Non-CHP","Houston","Harris","Texas",77085,"12000 BLK Hiram Clarke Road","natural gas",121.5,117,0,117,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 117 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.647267,-95.451516
60472,"CPS 1 Community Solar","Clean Energy Collective LLC",58519,"IPP Non-CHP","Adkins","Bexar","Texas",78101,"12750 E US Hwy 87","solar",1,1,0,0,0,NA,0,0,0,1,0,NA,NA,NA,"Solar = 1 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.377966,-98.26922
60502,"Tyler Bluff Wind Project, LLC","Southern Power Co",17650,"IPP Non-CHP","Muenster","Cooke","Texas",76252,"5858 County Road 424","wind",125.6,125.6,0,0,0,NA,0,0,0,0,125.6,NA,NA,NA,"Wind = 125.6 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.703851,-97.372009
60581,"Upton County Solar","Consolidated Edison Development Inc.",56769,"IPP Non-CHP","McCamey","Upton","Texas",79752,"2361 Letter B Road","solar",150,150,0,0,0,NA,0,0,0,150,0,NA,NA,NA,"Solar = 150 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.241808,-102.29027
60645,"Javelina Wind Energy II, LLC","Javelina Wind Energy II, LLC",60384,"IPP Non-CHP","MIRANDO","Webb","Texas",78369,"5429 VAQUILLAS ROAD","wind",200,200,0,0,0,NA,0,0,0,0,200,NA,NA,NA,"Wind = 200 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,27.44,-98.91
60657,"Salt Fork Wind Project, LLC","Southern Power Co",17650,"IPP Non-CHP","Clarendon","Donley","Texas",79226,"12124 I-40","wind",174,174,0,0,0,NA,0,0,0,0,174,NA,NA,NA,"Wind = 174 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,35.18172,-100.934408
60682,"Pearl Solar","BHE Renewables, LLC",59359,"IPP Non-CHP","Fort Stockton","Pecos","Texas",79735,"1401 Nevill Cutoff Road","solar",50,50,0,0,0,NA,0,0,0,50,0,NA,NA,NA,"Solar = 50 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,30.98784,-102.26831
60743,"Rattlesnake Power, LLC","Rattlesnake Power, LLC",60443,"IPP Non-CHP","Brady","McCulloch","Texas",76858,"CR 128 and US Hwy 87","wind",160,160,0,0,0,NA,0,0,0,0,160,NA,NA,NA,"Wind = 160 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.360331,-99.551356
60774,"Phantom Solar","Phantom Solar, LLC",60400,"IPP Non-CHP","Fort Hood","Bell","Texas",76544,"91001 Ammo Road","solar",15.4,15.4,0,0,0,NA,0,0,0,15.4,0,NA,NA,NA,"Solar = 15.4 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.114983,-97.845111
60789,"Bluebell Solar","Bluebell Solar, LLC",60476,"IPP Non-CHP","Sterling City","Sterling","Texas",76951,"533 Bird Lane","solar",30,30,0,0,0,NA,0,0,0,30,0,NA,NA,NA,"Solar = 30 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.87,-100.828
60856,"Astra Wind Farm","Astra Wind LLC",60515,"IPP Non-CHP","Happy","Randall","Texas",79042,"41801 FM 168","wind",163,163,0,0,0,NA,0,0,0,0,163,NA,NA,NA,"Wind = 163 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.769544,-102.052422
60901,"Willow Springs Wind Farm","Willow Springs Windfarm, LLC",60542,"IPP Non-CHP","Weinert","Haskell","Texas",76388,"343 CR 251","wind",250,250,0,0,0,NA,0,0,0,0,250,NA,NA,NA,"Wind = 250 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.345366,-99.624257
60902,"Dermott Wind","RWE Renewables Americas LLC",56215,"IPP Non-CHP","Snyder","Scurry","Texas",79549,"8538  F M 1142","wind",253,253,0,0,0,NA,0,0,0,0,253,NA,NA,NA,"Wind = 253 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,32.863769,-100.975128
60983,"Buckthorn Wind Project","Buckthorn Wind Project, LLC",60617,"IPP Non-CHP","Mingus","Erath","Texas",76463,"9449 County Road 109","wind",100.5,100.5,0,0,0,NA,0,0,0,0,100.5,NA,NA,NA,"Wind = 100.5 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,32.371306,-98.377389
60987,"Santa Rita Wind Energy","BHE Renewables, LLC",59359,"IPP Non-CHP","Big Lake","Reagan","Texas",76932,"4990E Hwy 67","wind",300,300,0,0,0,NA,0,0,0,0,300,NA,NA,NA,"Wind = 300 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.181377,-101.318787
60989,"SolaireHolman Solar Project","SolaireHolman 1, LLC",60636,"IPP Non-CHP","Alpine","Brewster","Texas",79830,"89287 US Hwy 67","solar",50,50,0,0,0,NA,0,0,0,50,0,NA,NA,NA,"Solar = 50 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,30.45512,-103.4747
61001,"Cactus Flats Wind Energy Project","Southern Power Co",17650,"IPP Non-CHP","Eden","Concho","Texas",76837,"7515 CR 2246","wind",150,150,0,0,0,NA,0,0,0,0,150,NA,NA,NA,"Wind = 150 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.112474,-100.028142
61205,"Bandera Electric Coop PV","SoCore Energy LLC",60520,"IPP Non-CHP","Leakey","Real","Texas",78873,"352 Walter White Ranch Road","solar",1.5,1.5,0,0,0,NA,0,0,0,1.5,0,NA,NA,NA,"Solar = 1.5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.681032,-99.762212
61212,"Flat Top Wind I","Flat Top Wind I, LLC",60844,"IPP Non-CHP","Mullin","Mills","Texas",76864,"559 FM 218 W","wind",200,200,0,0,0,NA,0,0,0,0,200,NA,NA,NA,"Wind = 200 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.684511,-98.603358
61241,"Victoria City Power LLC","Agilon Energy Holdings II, LLC",61608,"IPP Non-CHP","Victoria","Victoria","Texas",77901,"1301 Willow Street","natural gas",100,86,0,86,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 86 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,28.7853,-97.0093
61242,"Victoria Port Power LLC","Agilon Energy Holdings II, LLC",61608,"IPP Non-CHP","Victoria","Victoria","Texas",77905,"1934 FM 1432","natural gas",100,100,0,100,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 100 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,28.695805,-96.945409
61309,"IKEA Grand Prairie Rooftop PV System","IKEA Property Inc",57389,"IPP Non-CHP","Grand Prairie","Dallas","Texas",75052,"1000 IKEA Way","solar",1.2,1.1,0,0,0,NA,0,0,0,1.1,0,NA,NA,NA,"Solar = 1.1 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,32.82,-97.05
61343,"Karankawa Wind LLC","Avangrid Renewables LLC",15399,"IPP Non-CHP","Mathis","San Patricio","Texas",79019,"TBD","wind",200,200,0,0,0,NA,0,0,0,0,200,NA,NA,NA,"Wind = 200 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,28.109303,-97.750481
61355,"Arlington Outlet Hydroelectric Generator","Tarrant Regional Water District",60995,"Commercial Non-CHP","Fort Worth","Tarrant","Texas",76140,"5251 Everman Kennedale","hydroelectric",1.3,1.3,0,0,0,NA,1.3,0,0,0,0,NA,NA,NA,"Hydroelectric = 1.3 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,32.639069,-97.242906
61368,"Midway Solar - TX","MIdway Solar",61801,"IPP Non-CHP","Fort Stockton","Pecos","Texas",79735,"FM highway 1901 at CO-OP Road","solar",182,182,0,0,0,NA,0,0,0,182,0,NA,NA,NA,"Solar = 182 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,30.995503,-102.223537
61370,"Walnut Springs Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Walnut Springs","Bosque","Texas",76690,"563 Farm Road 203","solar",5,5,0,0,0,NA,0,0,0,5,0,NA,NA,NA,"Solar = 5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,32.07868,-97.768464
61402,"Foard City Wind","Foard City Wind, LLC",61037,"IPP Non-CHP","Crowell","Foard","Texas",79227,"195 CR 337","wind",352.8,350.3,0,0,0,NA,0,0,0,0,350.3,NA,NA,NA,"Wind = 350.3 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.915315,-99.740278
61409,"Highway 56 Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Sherman","Grayson","Texas",75092,"16480 Hwy 56","solar",5.3,5.3,0,0,0,NA,0,0,0,5.3,0,NA,NA,NA,"Solar = 5.3 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.614436,-96.690448
61410,"Whitesboro Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Whitesboro","Grayson","Texas",76273,"4899 FM 901","solar",5,5,0,0,0,NA,0,0,0,5,0,NA,NA,NA,"Solar = 5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.616526,-96.868721
61411,"Whitesboro Solar II","Cypress Creek Renewables",61060,"IPP Non-CHP","Whitesboro","Grayson","Texas",76273,"4899 FM 901","solar",5,5,0,0,0,NA,0,0,0,5,0,NA,NA,NA,"Solar = 5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.624853,-96.867474
61417,"Gopher Creek Wind Farm","Fluvanna Wind Energy 2 LLC",61054,"IPP Non-CHP","Fluvanna","Borden","Texas",79517,"TBD","wind",158,158,0,0,0,NA,0,0,0,0,158,NA,NA,NA,"Wind = 158 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,32.875073,-101.208955
61493,"E-Volve Energy Holdings LLC","E-Volve Energy Holdings LLC",61100,"IPP Non-CHP","Sealy","Austin","Texas",77474,"886 FM 3013","solar",1.6,1.6,0,0,0,NA,0,0,0,1.6,0,NA,NA,NA,"Solar = 1.6 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.740788,-96.15994
61513,"Marlin Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Marlin","Limestone","Texas",76661,"253 CR 2861","solar",5.3,5.3,0,0,0,NA,0,0,0,5.3,0,NA,NA,NA,"Solar = 5.3 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.286739,-96.877205
61514,"North Gainesville Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Gainesville","Cooke","Texas",76420,"2651 N. Weaver Street","solar",5.2,5.2,0,0,0,NA,0,0,0,5.2,0,NA,NA,NA,"Solar = 5.2 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.656072,-97.148569
61524,"Whitewright Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Whitewright","Fannin","Texas",75491,"15058 N. W. State Highway 11","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.498186,-96.378894
61532,"Leon Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Greenville","Hunt","Texas",75401,"639 CR 1119","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.16114,-96.239739
61589,"UL Advanced Wind Turbine Test Facility","West Texas A&M University",61188,"Commercial Non-CHP","Canyon","Randall","Texas",79015,"3700 E. Nance Rd","wind",3.5,3.5,0,0,0,NA,0,0,0,0,3.5,NA,NA,NA,"Wind = 3.5 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.966012,-101.78412
61625,"West Moore Solar II","Cypress Creek Renewables",61060,"IPP Non-CHP","Sherman","Grayson","Texas",75092,"1917 W. Moore Street","solar",5,5,0,0,0,NA,0,0,0,5,0,NA,NA,NA,"Solar = 5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.619,-96.627
61643,"Denton Energy Center","City of Denton - (TX)",5063,"Electric Utility","Denton","Denton","Texas",76207,"8161 Jim Christal Road","natural gas",225.6,225.6,0,225.6,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 225.6 MW","Natural Gas Internal Combustion Engine","EIA-860, EIA-860M and EIA-923",202004,33.214869,-97.209692
61674,"Wildcat Ranch Wind Project","Wildcat Ranch Wind Project, LLC",61291,"IPP Non-CHP","Morton","Cochran","Texas",79346,"2176 County Road 97","wind",150,150,0,0,0,NA,0,0,0,0,150,NA,NA,NA,"Wind = 150 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.5296,-102.9619
61697,"Lamesa II","Lamesa Solar II, L.L.C.",62080,"IPP Non-CHP","Lamesa","Dawson","Texas",79331,"2060 County Rd O","solar",50,50,0,0,0,NA,0,0,0,50,0,NA,NA,NA,"Solar = 50 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,32.713326,-101.885218
61700,"PowerFin Kingsbery","PowerFin ASL 1, LLC",61323,"IPP Non-CHP","Austin","Travis","Texas",78721,"942 Lott Avenue","solar",2.6,2.6,0,0,0,NA,0,0,0,2.6,0,NA,NA,NA,"Solar = 2.6 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,30.265877,-97.684861
61776,"Midway Wind, LLC","Midway Wind, LLC",61396,"IPP Non-CHP","Taft","San Patricio","Texas",78390,"5894 CR 3865","wind",162.9,162.9,0,0,0,NA,0,0,0,0,162.9,NA,NA,NA,"Wind = 162.9 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,27.954976,-97.300202
61782,"Live Oak Wind Project","Engie North America",56201,"IPP Non-CHP","Eldorado","Schleicher","Texas",76936,"1440 CR 431","wind",199.5,199.5,0,0,0,NA,0,0,0,0,199.5,NA,NA,NA,"Wind = 199.5 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.048557,-100.623114
61810,"Chisum","Cypress Creek Renewables",61060,"IPP Non-CHP","Blossom","Lamar","Texas",75416,"Farm to Market Road 196","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.63291,-95.39071
61848,"PYCO Industries, Inc. Wind Farm","PYCO Industries, Inc.",61470,"Industrial Non-CHP","Lubbock","Lubbock","Texas",79404,"3305 East 50th Street","wind",10,3,0,0,0,NA,0,0,0,0,3,NA,NA,NA,"Wind = 3 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.553184,-101.792412
61865,"Rio Bravo Windpower, LLC","Rio Bravo Windpower, LLC",61485,"IPP Non-CHP","Roma","Starr","Texas",78584,"399 Rancho Nuevo Rd","wind",237.6,237.6,0,0,0,NA,0,0,0,0,237.6,NA,NA,NA,"Wind = 237.6 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,26.649,-99.0387
