"Plant_Code","Plant_Name","Utility_Na","Utility_ID","sector_nam","City","County","StateName","Zip","Street_Add","PrimSource","Install_MW","Total_MW","Coal_MW","NG_MW","Crude_MW","Bio_MW","Hydro_MW","HydroPS_MW","Nuclear_MW","Solar_MW","Wind_MW","Geo_MW","Bat_MW","Other_MW","source_des","tech_desc","Source","Period","Latitude","Longitude"
9,"Copper","El Paso Electric Co",5701,"Electric Utility","El Paso","El Paso","Texas",79915,"651 Hawkins Blvd.","natural gas",86.9,63,0,63,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 63 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,31.7569,-106.375
127,"Oklaunion","Public Service Co of Oklahoma",15474,"Electric Utility","Oklaunion","Wilbarger","Texas",76373,"12567 FM Rd 3430","coal",720,650,650,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 650 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,34.0825,-99.1753
298,"Limestone","NRG Texas Power LLC",54888,"IPP Non-CHP","Jewett","Limestone","Texas",75846,"Route1, Box 85","coal",1849.8,1689,1689,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 1689 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,31.4219,-96.2525
791,"Canyon","Guadalupe Blanco River Authority",7751,"Electric Utility","Canyon Lake","Comal","Texas",78155,"16930 South Access Road","hydroelectric",6,6,0,0,0,NA,6,0,0,0,0,NA,NA,NA,"Hydroelectric = 6 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.87056,-98.194733
794,"Lewisville","City of Garland - (TX)",6958,"Electric Utility","Lewisville","Denton","Texas",75067,"1500 N Mill St","hydroelectric",2.8,2,0,0,0,NA,2,0,0,0,0,NA,NA,NA,"Hydroelectric = 2 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,33.068473,-96.963806
3437,"Eagle Pass","Maverick Cty Water Control & Improvement",54683,"IPP Non-CHP","Eagle Pass","Maverick","Texas",78852,"FM 1907 & Del Rio Hwy","hydroelectric",9.6,6,0,0,0,NA,6,0,0,0,0,NA,NA,NA,"Hydroelectric = 6 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,28.829535,-100.552234
3439,"Laredo","Talen Texas, LLC",49979,"IPP Non-CHP","Laredo","Webb","Texas",78041,"7300 CPL Rd","natural gas",263.6,177.4,0,177.4,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 177.4 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,27.5667,-99.5089
3441,"Nueces Bay","Talen Texas, LLC",49979,"IPP Non-CHP","Corpus Christi","Nueces","Texas",78403,"2002 Navigation","natural gas",730.2,633,0,633,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 633 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,27.819412,-97.419203
3443,"Victoria","Victoria WLE, LP",60638,"IPP Non-CHP","Victoria","Victoria","Texas",77901,"1205 S Bottom St","natural gas",376.9,300,0,300,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 300 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,28.7883,-97.01
3452,"Lake Hubbard","Luminant Generation Company LLC",55983,"IPP Non-CHP","Sunnyvale","Dallas","Texas",75182,"555 Barnes Rd","natural gas",927.5,915,0,915,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 915 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,32.8358,-96.5458
3453,"Mountain Creek","Mountain Creek Power, LLC",62026,"IPP Non-CHP","Dallas","Dallas","Texas",75211,"2233A Mt. Creek Pkwy.","natural gas",852.2,808,0,808,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 808 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,32.7231,-96.9358
3456,"Newman","El Paso Electric Co",5701,"Electric Utility","El Paso","El Paso","Texas",79934,"4900 Stan Roberts St.","natural gas",882,741,0,741,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 741 MW","Natural Gas Fired Combined Cycle; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,31.983587,-106.431777
3457,"Lewis Creek","Entergy Texas Inc.",55937,"Electric Utility","Willis","Montgomery","Texas",77318,"11191 Longstreet Road","natural gas",542.8,503,0,503,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 503 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,30.4356,-95.5214
3459,"Sabine","Entergy Texas Inc.",55937,"Electric Utility","Orange","Orange","Texas",77630,"1000 Powerhouse Road","natural gas",1811.8,1530.5,0,1530.5,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1530.5 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,30.0242,-93.878
3460,"Cedar Bayou","NRG Texas Power LLC",54888,"IPP Non-CHP","Baytown","Chambers","Texas",77523,"7705 West Bay Road","natural gas",1530,1495,0,1495,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1495 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,29.75,-94.9256
3464,"Greens Bayou","NRG Texas Power LLC",54888,"IPP Non-CHP","Houston","Harris","Texas",77049,"12070 Old Beaumont Highway","natural gas",432,330,0,330,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 330 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.822201,-95.219429
3469,"T H Wharton","NRG Texas Power LLC",54888,"IPP Non-CHP","Houston","Harris","Texas",77064,"16301 Highway 249","natural gas",1189.9,1025,0,1025,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1025 MW","Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;","EIA-860, EIA-860M and EIA-923",202004,29.9417,-95.5306
3470,"W A Parish","NRG Texas Power LLC",54888,"IPP Non-CHP","Thompsons","Fort Bend","Texas",77481,"2500 Y. U. Jones Road","coal",4008.4,3690,2514,1176,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 2514 MW, Natural Gas = 1176 MW","Conventional Steam Coal; Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,29.4828,-95.6311
3476,"Knox Lee","Southwestern Electric Power Co",17698,"Electric Utility","Longview","Gregg","Texas",75603,"306 Knox Lee","natural gas",427,398,0,398,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 398 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,32.3766,-94.6415
3477,"Lone Star","Southwestern Electric Power Co",17698,"Electric Utility","Lone Star","Morris","Texas",75668,"Hwy 259 South","natural gas",40,50,0,50,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 50 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,32.9215,-94.7226
3478,"Wilkes","Southwestern Electric Power Co",17698,"Electric Utility","Avinger","Marion","Texas",75630,"Highway 49","natural gas",882,883,0,883,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 883 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,32.848163,-94.547986
3482,"Jones","Southwestern Public Service Co",17718,"Electric Utility","Lubbock","Lubbock","Texas",79408,"5721 E FM 3020","natural gas",860.4,820,0,820,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 820 MW","Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,33.5239,-101.7392
3484,"Nichols","Southwestern Public Service Co",17718,"Electric Utility","Amarillo","Potter","Texas",79108,"7201 N. Lakeside Drive","natural gas",474.7,457,0,457,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 457 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,35.283357,-101.746423
3485,"Plant X","Southwestern Public Service Co",17718,"Electric Utility","Earth","Lamb","Texas",79031,"5m  S. on Earth on FM Rd 1055","natural gas",434.4,411,0,411,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 411 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,34.1661,-102.4114
3490,"Graham","Luminant Generation Company LLC",55983,"IPP Non-CHP","Graham","Young","Texas",76450,"PO Box 248","natural gas",634.7,624,0,624,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 624 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,33.1344,-98.6117
3491,"Handley","Exelon Power",6035,"IPP Non-CHP","Fort Worth","Tarrant","Texas",76112,"6604 East Rosedale St.","natural gas",1314.8,1265,0,1265,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1265 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,32.7283,-97.2192
3492,"Morgan Creek","Luminant Generation Company LLC",55983,"IPP Non-CHP","Colorado City","Mitchell","Texas",79512,"3177 Hwy 163 South","natural gas",536.4,402,0,402,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 402 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,32.3358,-100.9156
3494,"Permian Basin","Luminant Generation Company LLC",55983,"IPP Non-CHP","Monahans","Ward","Texas",79756,"600 North Yucca Dr.","natural gas",447,321,0,321,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 321 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,31.5839,-102.9633
3504,"Stryker Creek","Luminant Generation Company LLC",55983,"IPP Non-CHP","Jacksonville","Cherokee","Texas",75785,"1895 FM 2420 E","natural gas",713.4,679,0,669,10,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 669 MW, Petroleum = 10 MW","Natural Gas Steam Turbine; Petroleum Liquids;","EIA-860, EIA-860M and EIA-923",202004,31.93985,-94.989834
3507,"Trinidad (TX)","Luminant Generation Company LLC",55983,"IPP Non-CHP","Trinidad","Henderson","Texas",75163,"1320 McEntire","natural gas",243.3,239,0,235,4,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 235 MW, Petroleum = 4 MW","Natural Gas Steam Turbine; Petroleum Liquids;","EIA-860, EIA-860M and EIA-923",202004,32.124519,-96.101277
3548,"Decker Creek","Austin Energy",1015,"Electric Utility","Austin","Travis","Texas",78724,"8003 Decker Ln","natural gas",932,932,0,932,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 932 MW","Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,30.3033,-97.6128
3559,"Silas Ray","Brownsville Public Utilities Board",2409,"Electric Utility","Brownsville","Cameron","Texas",78520,"94 West 13th St Power Plant Dr","natural gas",143.8,113,0,107,6,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 107 MW, Petroleum = 6 MW","Natural Gas Fired Combustion Turbine; Natural Gas Fired Combined Cycle; Petroleum Liquids","EIA-860, EIA-860M and EIA-923",202004,25.9131,-97.5214
3561,"Bryan (TX)","City of Bryan - (TX)",2442,"Electric Utility","Bryan","Brazos","Texas",77801,"601 Atkins Street","natural gas",22,21,0,21,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 21 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,30.64741,-96.372316
3576,"Ray Olinger","City of Garland - (TX)",6958,"Electric Utility","Navada","Collin","Texas",75173,"13835 Cr 489","natural gas",427.7,395,0,395,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 395 MW","Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,33.068055,-96.452481
3581,"Abbott TP 3","Guadalupe Blanco River Authority",7751,"Electric Utility","McQueeney","Guadalupe","Texas",78155,"8860 F M 725","hydroelectric",2.8,2.8,0,0,0,NA,2.8,0,0,0,0,NA,NA,NA,"Hydroelectric = 2.8 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.593951,-98.040734
3582,"Dunlap TP 1","Guadalupe Blanco River Authority",7751,"Electric Utility","New Brannfels","Guadalupe","Texas",78155,"394 Canal Lane","hydroelectric",3.6,3.6,0,0,0,NA,3.6,0,0,0,0,NA,NA,NA,"Hydroelectric = 3.6 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.640187,-98.045934
3583,"H 4","Guadalupe Blanco River Authority",7751,"Electric Utility","Cost","Gonzales","Texas",78155,"7182 FM 466","hydroelectric",2.4,2.4,0,0,0,NA,2.4,0,0,0,0,NA,NA,NA,"Hydroelectric = 2.4 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.495193,-97.624948
3584,"H 5","Guadalupe Blanco River Authority",7751,"Electric Utility","Gonzales","Gonzales","Texas",78155,"1625 PR 2002","hydroelectric",2.4,2.4,0,0,0,NA,2.4,0,0,0,0,NA,NA,NA,"Hydroelectric = 2.4 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.4681,-97.4919
3585,"Nolte","Guadalupe Blanco River Authority",7751,"Electric Utility","Seguin","Guadalupe","Texas",78155,"2220 FM 466","hydroelectric",2.4,2.4,0,0,0,NA,2.4,0,0,0,0,NA,NA,NA,"Hydroelectric = 2.4 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.537565,-97.932106
3586,"TP 4","Guadalupe Blanco River Authority",7751,"Electric Utility","Seguin","Guadalupe","Texas",78155,"16007 FM 725","hydroelectric",2.4,2.4,0,0,0,NA,2.4,0,0,0,0,NA,NA,NA,"Hydroelectric = 2.4 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.548136,-97.999587
3594,"Austin","Lower Colorado River Authority",11269,"Electric Utility","Austin","Travis","Texas",78703,"3629 Lake Austin Blvd","hydroelectric",18,17,0,0,0,NA,17,0,0,0,0,NA,NA,NA,"Hydroelectric = 17 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,30.293424,-97.784408
3595,"Buchanan Dam (TX)","Lower Colorado River Authority",11269,"Electric Utility","Buchanan Dam","Llano","Texas",78609,"815 Buchanan Plant Rd","hydroelectric",54.9,54.9,0,0,0,NA,54.9,0,0,0,0,NA,NA,NA,"Hydroelectric = 54.9 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,30.7507,-98.4176
3597,"Granite Shoals","Lower Colorado River Authority",11269,"Electric Utility","Marble Falls","Burnet","Texas",78654,"3138 North Wirtz Dam Rd","hydroelectric",54,54,0,0,0,NA,54,0,0,0,0,NA,NA,NA,"Hydroelectric = 54 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,30.556,-98.3384
3598,"Inks","Lower Colorado River Authority",11269,"Electric Utility","Buchanan Dam","Burnet","Texas",78609,"422 Inks Dam Rd.","hydroelectric",15,13.8,0,0,0,NA,13.8,0,0,0,0,NA,NA,NA,"Hydroelectric = 13.8 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,30.731599,-98.385422
3599,"Marble Falls","Lower Colorado River Authority",11269,"Electric Utility","Marble Falls","Burnet","Texas",78654,"1395 Starke Dam Rd.","hydroelectric",39.6,39.6,0,0,0,NA,39.6,0,0,0,0,NA,NA,NA,"Hydroelectric = 39.6 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,30.555288,-98.257593
3600,"Marshall Ford","Lower Colorado River Authority",11269,"Electric Utility","Austin","Travis","Texas",78732,"4400 Ranch Road","hydroelectric",108,108,0,0,0,NA,108,0,0,0,0,NA,NA,NA,"Hydroelectric = 108 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,30.3899,-97.9073
3601,"Sim Gideon","Lower Colorado River Authority",11269,"Electric Utility","Bastrop","Bastrop","Texas",78602,"257 Power Plant Rd.","natural gas",623,607,0,607,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 607 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,30.1456,-97.2708
3602,"Ty Cooke","City of Lubbock - (TX)",11292,"Electric Utility","Lubbock","Lubbock","Texas",79404,"3500 E. Slaton Hwy","natural gas",138.1,120,0,120,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 120 MW","Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,33.5211,-101.7906
3604,"J Robert Massengale","City of Lubbock - (TX)",11292,"Electric Utility","Lubock","Lubbock","Texas",79401,"230 Massengale Drive","natural gas",84,74,0,74,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 74 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,33.6039,-101.8408
3609,"Leon Creek","City of San Antonio - (TX)",16604,"Electric Utility","San Antonio","Bexar","Texas",78211,"7718 Quintana Rd.","natural gas",229.6,184,0,184,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 184 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.3525,-98.5761
3611,"O W Sommers","City of San Antonio - (TX)",16604,"Electric Utility","San Antonio","Bexar","Texas",78263,"12940 US Hwy 181 South","natural gas",892,830,0,830,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 830 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,29.308056,-98.3242
3612,"V H Braunig","City of San Antonio - (TX)",16604,"Electric Utility","Elmendorf","Bexar","Texas",78112,"15290 Streich Rd.","natural gas",1138,1050,0,1050,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1050 MW","Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,29.2567,-98.3825
3628,"R W Miller","Brazos Electric Power Coop Inc",2172,"Electric Utility","Palo Pinto","Palo Pinto","Texas",76484,"2217 F.M.Road 3137","natural gas",603.6,574,0,574,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 574 MW","Natural Gas Steam Turbine; Natural Gas Fired Combustion Turbine;","EIA-860, EIA-860M and EIA-923",202004,32.6581,-98.3103
3630,"Pearsall","South Texas Electric Coop, Inc",17583,"Electric Utility","Pearsall","Frio","Texas",78061,"2393 County Road 1005","natural gas",201.6,201.6,0,201.6,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 201.6 MW","Natural Gas Internal Combustion Engine","EIA-860, EIA-860M and EIA-923",202004,28.9275,-99.0919
3631,"Sam Rayburn","South Texas Electric Coop, Inc",17583,"Electric Utility","Nursery","Victoria","Texas",77976,"2849 FM 447","natural gas",215.2,205.8,0,204,1.8,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 204 MW, Petroleum = 1.8 MW","Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine; Petroleum Liquids","EIA-860, EIA-860M and EIA-923",202004,28.8947,-97.135
4195,"Powerlane Plant","City of Greenville - (TX)",7634,"Electric Utility","Greenville","Hunt","Texas",75401,"4201 Powerlane","natural gas",112.2,106.6,0,106.6,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 106.6 MW","Natural Gas Internal Combustion Engine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,33.1707,-96.1264
4266,"Spencer","City of Garland - (TX)",6958,"Electric Utility","Denton","Denton","Texas",76205,"1701 A Spencer Road","natural gas",126.5,122,0,122,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 122 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,33.1975,-97.1061
4937,"Thomas C Ferguson","Lower Colorado River Authority",11269,"Electric Utility","Marble Falls","Llano","Texas",78657,"2001 Ferguson Rd.","natural gas",574.6,516,0,516,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 516 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,30.558,-98.3705
4939,"Barney M Davis","Talen Texas, LLC",49979,"IPP Non-CHP","Corpus Christi","Nueces","Texas",78418,"4301 Waldron Rd","natural gas",1082.2,933,0,933,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 933 MW","Natural Gas Fired Combined Cycle; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,27.6064,-97.3117
6128,"Amistad Dam & Power","International Bound & Wtr Comm",9339,"Electric Utility","Del Rio","Val Verde","Texas",78840,"670 Texas Spur 349","hydroelectric",66,58,0,0,0,NA,58,0,0,0,0,NA,NA,NA,"Hydroelectric = 58 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.449827,-101.06011
6139,"Welsh","Southwestern Electric Power Co",17698,"Electric Utility","Pittsburg","Titus","Texas",75686,"FM Rd 1735","coal",1116,1056,1056,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 1056 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,33.05522,-94.839993
6145,"Comanche Peak","Luminant Generation Company LLC",55983,"IPP Non-CHP","Glen Rose","Somervell","Texas",76043,"Farm to Market Road 56","nuclear",2430,2400,0,0,0,NA,0,0,2400,0,0,NA,NA,NA,"Nuclear = 2400 MW","Nuclear","EIA-860, EIA-860M and EIA-923",202004,32.298365,-97.785515
6146,"Martin Lake","Luminant Generation Company LLC",55983,"IPP Non-CHP","Tatum","Rusk","Texas",75691,"PO Box 651","coal",2379.6,2410,2410,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 2410 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,32.2606,-94.5706
6178,"Coleto Creek","Coleto Creek Power LP",56570,"IPP Non-CHP","Fannin","Goliad","Texas",77960,"FM 2987 off Hwy 59","coal",622.4,655,655,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 655 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,28.7128,-97.214167
6179,"Fayette Power Project","Lower Colorado River Authority",11269,"Electric Utility","La Grange","Fayette","Texas",78945,"6549 Power Plant Rd.","coal",1690,1615,1615,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 1615 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,29.9172,-96.7506
6180,"Oak Grove (TX)","Luminant Generation Company LLC",55983,"IPP Non-CHP","Franklin","Robertson","Texas",77856,"P.O. Box 558","coal",1795.4,1710,1710,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 1710 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,31.1803,-96.4866
6181,"J T Deely","City of San Antonio - (TX)",16604,"Electric Utility","San Antonio","Bexar","Texas",78263,"12940 US Hwy 181 South","coal",932,840,840,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 840 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,29.308056,-98.3228
6183,"San Miguel","San Miguel Electric Coop, Inc",16624,"Electric Utility","Christine","Atascosa","Texas",78012,"6200 FM 3387","coal",410,391,391,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 391 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,28.7044,-98.4775
6193,"Harrington","Southwestern Public Service Co",17718,"Electric Utility","Amarillo","Potter","Texas",79108,"8400 N.Lakeside Dr.","coal",1080,1018,1018,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 1018 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,35.29816,-101.747187
6194,"Tolk","Southwestern Public Service Co",17718,"Electric Utility","Muleshoe","Lamb","Texas",79371,"9m E. of Muleshoe on Hwy 70","coal",1135.8,1067,1067,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 1067 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,34.186494,-102.56999
6243,"Dansby","City of Bryan - (TX)",2442,"Electric Utility","Bryan","Brazos","Texas",77807,"8181 Mumford Road","natural gas",203.2,204.2,0,204.2,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 204.2 MW","Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,30.7217,-96.4608
6251,"South Texas Project","STP Nuclear Operating Co",21535,"IPP Non-CHP","Wadsworth","Matagorda","Texas",77483,"8 mi. W. of Wadsworth on FM521","nuclear",2708.6,2560,0,0,0,NA,0,0,2560,0,0,NA,NA,NA,"Nuclear = 2560 MW","Nuclear","EIA-860, EIA-860M and EIA-923",202004,28.795,-96.0481
6410,"Falcon Dam & Power","International Bound & Wtr Comm",9339,"Electric Utility","Falcon Heights","Starr","Texas",78545,"PO Bx 1, FM 2098 Reservoir Rd","hydroelectric",31.5,30.5,0,0,0,NA,30.5,0,0,0,0,NA,NA,NA,"Hydroelectric = 30.5 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,26.5575,-99.1642
6413,"Sam Rayburn Dam","USACE-Fort Worth District",19449,"Electric Utility","Jasper","Jasper","Texas",75951,"7696 RR 255 West","hydroelectric",52,52,0,0,0,NA,52,0,0,0,0,NA,NA,NA,"Hydroelectric = 52 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,31.060893,-94.1062
6414,"Whitney","USACE-Fort Worth District",19449,"Electric Utility","Clifton","Bosque","Texas",76634,"285 County Road 3602","hydroelectric",41.8,42,0,0,0,NA,42,0,0,0,0,NA,NA,NA,"Hydroelectric = 42 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,31.8694,-97.3667
6416,"Denison","USCE-Tulsa District",27470,"Electric Utility","Denison","Grayson","Texas",75020,"351 Corps Rd","hydroelectric",101.6,80,0,0,0,NA,80,0,0,0,0,NA,NA,NA,"Hydroelectric = 80 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,33.8181,-96.5692
6595,"Toledo Bend","Entergy Texas Inc.",55937,"Electric Utility","Burkville","Newton","Texas",75932,"209 Private Road 6055","hydroelectric",81,80,0,0,0,NA,80,0,0,0,0,NA,NA,NA,"Hydroelectric = 80 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,31.173484,-93.565877
7030,"Major Oak Power","Major Oak Power, LLC",56598,"IPP Non-CHP","Bremond","Robertson","Texas",76629,"13065 Plant Rd.","coal",349.2,305,305,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 305 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,31.091925,-96.69503
7097,"J K Spruce","City of San Antonio - (TX)",16604,"Electric Utility","San Antonio","Bexar","Texas",78263,"12940 US Hwy 181 South","coal",1444,1345,1345,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 1345 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,29.309722,-98.3203
7131,"Brandon Station","City of Lubbock - (TX)",11292,"Electric Utility","Lubbock","Lubbock","Texas",79409,"1201 Hartford Ave","natural gas",21,20,0,20,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 20 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,33.585257,-101.886093
